date,y
2022-04-02 02:03,3688.3
2022-04-02 02:04,3698.08
2022-04-02 02:05,3547.32
2022-04-02 02:06,3548.7
2022-04-02 02:07,3493.97
2022-04-02 02:08,3443.69
2022-04-02 02:09,3320.34
2022-04-02 02:10,3285.86
2022-04-02 02:11,3279.34
2022-04-02 02:12,3251.49
2022-04-02 02:13,3263.14
2022-04-02 02:14,3294.66
2022-04-02 02:15,3393.44
2022-04-02 02:16,3542.9
2022-04-02 02:17,3507.54
2022-04-02 02:18,3507.54
2022-04-02 02:19,3412.96
2022-04-02 02:20,3416.57
2022-04-02 02:21,3443.41
2022-04-02 02:22,3446.46
2022-04-02 02:23,3435.02
2022-04-02 02:24,3451.79
2022-04-02 02:25,3449.57
2022-04-02 02:26,3449.57
2022-04-02 02:27,3385.11
2022-04-02 02:28,3374.82
2022-04-02 02:29,3407.67
2022-04-02 02:30,3508.67
2022-04-02 02:31,3626.93
2022-04-02 02:32,3723.7
2022-04-02 02:33,3706.43
2022-04-02 02:34,3634.16
2022-04-02 02:35,3574.67
2022-04-02 02:36,3370.77
2022-04-02 02:37,3335.09
2022-04-02 02:38,3317.42
2022-04-02 02:39,3447.82
2022-04-02 02:40,3376.01
2022-04-02 02:41,3452.89
2022-04-02 02:42,3452.89
2022-04-02 02:43,3374.02
2022-04-02 02:44,3351.69
2022-04-02 02:45,3435.74
2022-04-02 02:46,3528.57
2022-04-02 02:47,3528.57
2022-04-02 02:48,3464.42
2022-04-02 02:49,3366.72
2022-04-02 02:50,3303.25
2022-04-02 02:51,3367.08
2022-04-02 02:52,3381.56
2022-04-02 02:53,3398.35
2022-04-02 02:54,3449.9
2022-04-02 02:55,3499.85
2022-04-02 02:56,3527.29
2022-04-02 02:57,3534.58
2022-04-02 02:58,3535.77
2022-04-02 02:59,3565.05
2022-04-02 03:00,3669.87
2022-04-02 03:01,3844.79
2022-04-02 03:02,3899.36
2022-04-02 03:03,3847.56
2022-04-02 03:04,3787.74
2022-04-02 03:05,3706.97
2022-04-02 03:06,3551.49
2022-04-02 03:07,3546.8
2022-04-02 03:08,3471.55
2022-04-02 03:09,3355.08
2022-04-02 03:10,3333.43
2022-04-02 03:11,3337.78
2022-04-02 03:12,3385.91
2022-04-02 03:13,3402.65
2022-04-02 03:14,3435.87
2022-04-02 03:15,3426.0
2022-04-02 03:16,3427.13
2022-04-02 03:17,3442.04
2022-04-02 03:18,3372.28
2022-04-02 03:19,3476.98
2022-04-02 03:20,3323.4
2022-04-02 03:21,3269.8
2022-04-02 03:22,3276.45
2022-04-02 03:23,3260.01
2022-04-02 03:24,3259.4
2022-04-02 03:25,3259.4
2022-04-02 03:26,3319.1
2022-04-02 03:27,3315.35
2022-04-02 03:28,3286.2
2022-04-02 03:29,3309.41
2022-04-02 03:30,3309.41
2022-04-02 03:31,3392.02
2022-04-02 03:32,3656.33
2022-04-02 03:33,3552.82
2022-04-02 03:34,3448.12
2022-04-02 03:35,3366.97
2022-04-02 03:36,3246.31
2022-04-02 03:37,3223.18
2022-04-02 03:38,3204.78
2022-04-02 03:39,3145.18
2022-04-02 03:40,3129.11
2022-04-02 03:41,3140.88
2022-04-02 03:42,3083.6
2022-04-02 03:43,3116.7
2022-04-02 03:44,3095.66
2022-04-02 03:45,3178.95
2022-04-02 03:46,3271.42
2022-04-02 03:47,3271.42
2022-04-02 03:48,3200.99
2022-04-02 03:49,3127.31
2022-04-02 03:50,3148.94
2022-04-02 03:51,3154.97
2022-04-02 03:52,3189.81
2022-04-02 03:53,3254.38
2022-04-02 03:54,3280.92
2022-04-02 03:55,3277.05
2022-04-02 03:56,3209.54
2022-04-02 03:57,3140.87
2022-04-02 03:58,3210.69
2022-04-02 03:59,3281.98
2022-04-02 04:00,3382.35
2022-04-02 04:01,3705.31
2022-04-02 04:02,3732.78
2022-04-02 04:03,3664.88
2022-04-02 04:04,3431.77
2022-04-02 04:05,3204.96
2022-04-02 04:06,3049.42
2022-04-02 04:07,2999.8
2022-04-02 04:08,2896.32
2022-04-02 04:09,2855.34
2022-04-02 04:10,2788.78
2022-04-02 04:11,2749.45
2022-04-02 04:12,2730.78
2022-04-02 04:13,2678.66
2022-04-02 04:14,2629.49
2022-04-02 04:15,2548.28
2022-04-02 04:16,2530.28
2022-04-02 04:17,2527.84
2022-04-02 04:18,2482.34
2022-04-02 04:19,2460.46
2022-04-02 04:20,2484.17
2022-04-02 04:21,2465.2
2022-04-02 04:22,2522.97
2022-04-02 04:23,2473.7
2022-04-02 04:24,2518.32
2022-04-02 04:25,2525.87
2022-04-02 04:26,2487.71
2022-04-02 04:27,2494.89
2022-04-02 04:28,2497.23
2022-04-02 04:29,2407.15
2022-04-02 04:30,2466.46
2022-04-02 04:31,2609.04
2022-04-02 04:32,2604.2
2022-04-02 04:33,2538.08
2022-04-02 04:34,2482.45
2022-04-02 04:35,2503.23
2022-04-02 04:36,2464.73
2022-04-02 04:37,2425.99
2022-04-02 04:38,2419.76
2022-04-02 04:39,2355.0
2022-04-02 04:40,2348.52
2022-04-02 04:41,2363.07
2022-04-02 04:42,2360.28
2022-04-02 04:43,2350.98
2022-04-02 04:44,2312.87
2022-04-02 04:45,2325.23
2022-04-02 04:46,2337.34
2022-04-02 04:47,2341.05
2022-04-02 04:48,2334.64
2022-04-02 04:49,2288.53
2022-04-02 04:50,2242.99
2022-04-02 04:51,2246.78
2022-04-02 04:52,2264.79
2022-04-02 04:53,2258.1
2022-04-02 04:54,2274.66
2022-04-02 04:55,2349.53
2022-04-02 04:56,2365.21
2022-04-02 04:57,2384.76
2022-04-02 04:58,2444.73
2022-04-02 04:59,2459.03
2022-04-02 05:00,2473.0
2022-04-02 05:01,2785.56
2022-04-02 05:02,2802.64
2022-04-02 05:03,2772.56
2022-04-02 05:04,2626.04
2022-04-02 05:05,2412.88
2022-04-02 05:06,2505.6
2022-04-02 05:07,2484.75
2022-04-02 05:08,2443.12
2022-04-02 05:09,2385.97
2022-04-02 05:10,2381.13
2022-04-02 05:11,2441.69
2022-04-02 05:12,2435.57
2022-04-02 05:13,2388.55
2022-04-02 05:14,2344.34
2022-04-02 05:15,2305.32
2022-04-02 05:16,2419.4
2022-04-02 05:17,2354.6
2022-04-02 05:18,2348.44
2022-04-02 05:19,2331.85
2022-04-02 05:20,2275.28
2022-04-02 05:21,2244.57
2022-04-02 05:22,2312.07
2022-04-02 05:23,2305.99
2022-04-02 05:24,2278.42
2022-04-02 05:25,2266.81
2022-04-02 05:26,2290.35
2022-04-02 05:27,2294.56
2022-04-02 05:28,2340.63
2022-04-02 05:29,2378.88
2022-04-02 05:30,2426.67
2022-04-02 05:31,2469.89
2022-04-02 05:32,2473.89
2022-04-02 05:33,2570.64
2022-04-02 05:34,2498.03
2022-04-02 05:35,2420.18
2022-04-02 05:36,2416.28
2022-04-02 05:37,2434.78
2022-04-02 05:38,2440.88
2022-04-02 05:39,2490.42
2022-04-02 05:40,2489.99
2022-04-02 05:41,2481.08
2022-04-02 05:42,2490.46
2022-04-02 05:43,2490.06
2022-04-02 05:44,2447.7
2022-04-02 05:45,2414.47
2022-04-02 05:46,2520.57
2022-04-02 05:47,2545.13
2022-04-02 05:48,2545.13
2022-04-02 05:49,2546.0
2022-04-02 05:50,2519.76
2022-04-02 05:51,2557.3
2022-04-02 05:52,2630.02
2022-04-02 05:53,2689.7
2022-04-02 05:54,2726.53
2022-04-02 05:55,2814.89
2022-04-02 05:56,2853.92
2022-04-02 05:57,2987.48
2022-04-02 05:58,3059.39
2022-04-02 05:59,3211.58
2022-04-02 06:00,3310.63
2022-04-02 06:01,3612.56
2022-04-02 06:02,3673.89
2022-04-02 06:03,3673.89
2022-04-02 06:04,3528.66
2022-04-02 06:05,3457.03
2022-04-02 06:06,3339.45
2022-04-02 06:07,3286.24
2022-04-02 06:08,3354.78
2022-04-02 06:09,3351.93
2022-04-02 06:10,3281.13
2022-04-02 06:11,3205.62
2022-04-02 06:12,3161.83
2022-04-02 06:13,3197.24
2022-04-02 06:14,3205.19
2022-04-02 06:15,3286.05
2022-04-02 06:16,3210.04
2022-04-02 06:17,3181.93
2022-04-02 06:18,3181.93
2022-04-02 06:19,3142.34
2022-04-02 06:20,3156.11
2022-04-02 06:21,3153.95
2022-04-02 06:22,3151.33
2022-04-02 06:23,3179.34
2022-04-02 06:24,3200.07
2022-04-02 06:25,3184.29
2022-04-02 06:26,3270.27
2022-04-02 06:27,3298.53
2022-04-02 06:28,3308.7
2022-04-02 06:29,3333.59
2022-04-02 06:30,3383.09
2022-04-02 06:31,3434.42
2022-04-02 06:32,3489.86
2022-04-02 06:33,3461.37
2022-04-02 06:34,3398.48
2022-04-02 06:35,3285.97
2022-04-02 06:36,3261.17
2022-04-02 06:37,3232.4
2022-04-02 06:38,3208.18
2022-04-02 06:39,3234.8
2022-04-02 06:40,3229.96
2022-04-02 06:41,3228.03
2022-04-02 06:42,3275.82
2022-04-02 06:43,3308.3
2022-04-02 06:44,3343.19
2022-04-02 06:45,3371.35
2022-04-02 06:46,3419.06
2022-04-02 06:47,3419.06
2022-04-02 06:48,3349.56
2022-04-02 06:49,3299.41
2022-04-02 06:50,3268.47
2022-04-02 06:51,3295.45
2022-04-02 06:52,3294.45
2022-04-02 06:53,3278.95
2022-04-02 06:54,3265.47
2022-04-02 06:55,3261.99
2022-04-02 06:56,3304.12
2022-04-02 06:57,3304.12
2022-04-02 06:58,3308.6
2022-04-02 06:59,3397.11
2022-04-02 07:00,3616.52
2022-04-02 07:01,4005.47
2022-04-02 07:02,4032.38
2022-04-02 07:03,3912.03
2022-04-02 07:04,3870.11
2022-04-02 07:05,3586.62
2022-04-02 07:06,3393.79
2022-04-02 07:07,3269.45
2022-04-02 07:08,3172.24
2022-04-02 07:09,3168.48
2022-04-02 07:10,3144.81
2022-04-02 07:11,3111.79
2022-04-02 07:12,3056.24
2022-04-02 07:13,3124.4
2022-04-02 07:14,3128.69
2022-04-02 07:15,3167.45
2022-04-02 07:16,3206.4
2022-04-02 07:17,3173.22
2022-04-02 07:18,3137.16
2022-04-02 07:19,3075.47
2022-04-02 07:20,3009.52
2022-04-02 07:21,3009.32
2022-04-02 07:22,2980.22
2022-04-02 07:23,2986.17
2022-04-02 07:24,3019.88
2022-04-02 07:25,3019.88
2022-04-02 07:26,3015.69
2022-04-02 07:27,3049.61
2022-04-02 07:28,3058.27
2022-04-02 07:29,3036.23
2022-04-02 07:30,3055.08
2022-04-02 07:31,3121.23
2022-04-02 07:32,3180.12
2022-04-02 07:33,3198.93
2022-04-02 07:34,3152.76
2022-04-02 07:35,3095.79
2022-04-02 07:36,3074.62
2022-04-02 07:37,3078.65
2022-04-02 07:38,3095.83
2022-04-02 07:39,3114.25
2022-04-02 07:40,3157.31
2022-04-02 07:41,3161.88
2022-04-02 07:42,3145.56
2022-04-02 07:43,3134.66
2022-04-02 07:44,3150.15
2022-04-02 07:45,3191.84
2022-04-02 07:46,3244.61
2022-04-02 07:47,3244.61
2022-04-02 07:48,3226.89
2022-04-02 07:49,3234.63
2022-04-02 07:50,3227.05
2022-04-02 07:51,3233.3
2022-04-02 07:52,3258.85
2022-04-02 07:53,3270.46
2022-04-02 07:54,3305.56
2022-04-02 07:55,3318.55
2022-04-02 07:56,3344.06
2022-04-02 07:57,3387.85
2022-04-02 07:58,3460.25
2022-04-02 07:59,3480.26
2022-04-02 08:00,3647.77
2022-04-02 08:01,4059.91
2022-04-02 08:02,4113.32
2022-04-02 08:03,3994.64
2022-04-02 08:04,3796.44
2022-04-02 08:05,3761.13
2022-04-02 08:06,3665.78
2022-04-02 08:07,3605.58
2022-04-02 08:08,3508.84
2022-04-02 08:09,3482.12
2022-04-02 08:10,3374.05
2022-04-02 08:11,3325.49
2022-04-02 08:12,3252.9
2022-04-02 08:13,3179.46
2022-04-02 08:14,3144.42
2022-04-02 08:15,3190.73
2022-04-02 08:16,3211.92
2022-04-02 08:17,3181.08
2022-04-02 08:18,3204.96
2022-04-02 08:19,3197.08
2022-04-02 08:20,3179.38
2022-04-02 08:21,3167.45
2022-04-02 08:22,3180.14
2022-04-02 08:23,3178.22
2022-04-02 08:24,3097.19
2022-04-02 08:25,3169.12
2022-04-02 08:26,3183.42
2022-04-02 08:27,3166.33
2022-04-02 08:28,3181.24
2022-04-02 08:29,3181.24
2022-04-02 08:30,3140.47
2022-04-02 08:31,3208.92
2022-04-02 08:32,3288.29
2022-04-02 08:33,3338.26
2022-04-02 08:34,3346.22
2022-04-02 08:35,3242.41
2022-04-02 08:36,3150.99
2022-04-02 08:37,3105.76
2022-04-02 08:38,3093.36
2022-04-02 08:39,3069.23
2022-04-02 08:40,3065.49
2022-04-02 08:41,3009.18
2022-04-02 08:42,2990.5
2022-04-02 08:43,2972.59
2022-04-02 08:44,3045.28
2022-04-02 08:45,3119.24
2022-04-02 08:46,3151.83
2022-04-02 08:47,3146.97
2022-04-02 08:48,3120.65
2022-04-02 08:49,3284.05
2022-04-02 08:50,3284.05
2022-04-02 08:51,3182.59
2022-04-02 08:52,3175.09
2022-04-02 08:53,3151.85
2022-04-02 08:54,3128.14
2022-04-02 08:55,3152.89
2022-04-02 08:56,3210.12
2022-04-02 08:57,3216.09
2022-04-02 08:58,3200.79
2022-04-02 08:59,3313.08
2022-04-02 09:00,3457.5
2022-04-02 09:01,3727.73
2022-04-02 09:02,3811.47
2022-04-02 09:03,3811.47
2022-04-02 09:04,3575.09
2022-04-02 09:05,3405.08
2022-04-02 09:06,3348.29
2022-04-02 09:07,3260.38
2022-04-02 09:08,3167.29
2022-04-02 09:09,3192.97
2022-04-02 09:10,3119.14
2022-04-02 09:11,3040.29
2022-04-02 09:12,3064.94
2022-04-02 09:13,3077.83
2022-04-02 09:14,3190.64
2022-04-02 09:15,3152.77
2022-04-02 09:16,3100.29
2022-04-02 09:17,3083.16
2022-04-02 09:18,3015.77
2022-04-02 09:19,3031.86
2022-04-02 09:20,3021.63
2022-04-02 09:21,2980.64
2022-04-02 09:22,2974.21
2022-04-02 09:23,2970.45
2022-04-02 09:24,2956.99
2022-04-02 09:25,2910.79
2022-04-02 09:26,2905.6
2022-04-02 09:27,2906.46
2022-04-02 09:28,2915.17
2022-04-02 09:29,2941.15
2022-04-02 09:30,3011.71
2022-04-02 09:31,3096.99
2022-04-02 09:32,3179.86
2022-04-02 09:33,3177.02
2022-04-02 09:34,3041.25
2022-04-02 09:35,3015.55
2022-04-02 09:36,3012.7
2022-04-02 09:37,2956.26
2022-04-02 09:38,2942.03
2022-04-02 09:39,3032.18
2022-04-02 09:40,3007.87
2022-04-02 09:41,2973.36
2022-04-02 09:42,2915.35
2022-04-02 09:43,2865.75
2022-04-02 09:44,2894.66
2022-04-02 09:45,2912.77
2022-04-02 09:46,2953.66
2022-04-02 09:47,2968.33
2022-04-02 09:48,2977.14
2022-04-02 09:49,2956.42
2022-04-02 09:50,2932.19
2022-04-02 09:51,2945.81
2022-04-02 09:52,2951.6
2022-04-02 09:53,2967.42
2022-04-02 09:54,2958.83
2022-04-02 09:55,2936.32
2022-04-02 09:56,2964.01
2022-04-02 09:57,2976.75
2022-04-02 09:58,2988.86
2022-04-02 09:59,3016.09
2022-04-02 10:00,3115.08
2022-04-02 10:01,3395.67
2022-04-02 10:02,3443.21
2022-04-02 10:03,3418.33
2022-04-02 10:04,3338.56
2022-04-02 10:05,3229.38
2022-04-02 10:06,3115.55
2022-04-02 10:07,3063.09
2022-04-02 10:08,2978.54
2022-04-02 10:09,2938.52
2022-04-02 10:10,2865.27
2022-04-02 10:11,2835.55
2022-04-02 10:12,2848.9
2022-04-02 10:13,2861.86
2022-04-02 10:14,2861.75
2022-04-02 10:15,2858.29
2022-04-02 10:16,2823.74
2022-04-02 10:17,2792.45
2022-04-02 10:18,2835.44
2022-04-02 10:19,2835.44
2022-04-02 10:20,2747.63
2022-04-02 10:21,2774.59
2022-04-02 10:22,2885.85
2022-04-02 10:23,2857.89
2022-04-02 10:24,2773.14
2022-04-02 10:25,2812.92
2022-04-02 10:26,2841.9
2022-04-02 10:27,2875.59
2022-04-02 10:28,2852.46
2022-04-02 10:29,2829.84
2022-04-02 10:30,2800.93
2022-04-02 10:31,2919.09
2022-04-02 10:32,2935.31
2022-04-02 10:33,2916.04
2022-04-02 10:34,2829.44
2022-04-02 10:35,2837.5
2022-04-02 10:36,2749.59
2022-04-02 10:37,2714.89
2022-04-02 10:38,2686.52
2022-04-02 10:39,2682.3
2022-04-02 10:40,2704.22
2022-04-02 10:41,2709.43
2022-04-02 10:42,2739.28
2022-04-02 10:43,2739.28
2022-04-02 10:44,2692.37
2022-04-02 10:45,2617.47
2022-04-02 10:46,2588.65
2022-04-02 10:47,2585.62
2022-04-02 10:48,2572.73
2022-04-02 10:49,2550.29
2022-04-02 10:50,2509.28
2022-04-02 10:51,2543.18
2022-04-02 10:52,2559.74
2022-04-02 10:53,2561.1
2022-04-02 10:54,2623.27
2022-04-02 10:55,2676.8
2022-04-02 10:56,2734.95
2022-04-02 10:57,2717.68
2022-04-02 10:58,2851.17
2022-04-02 10:59,2903.65
2022-04-02 11:00,3041.32
2022-04-02 11:01,3337.28
2022-04-02 11:02,3389.26
2022-04-02 11:03,3358.32
2022-04-02 11:04,3220.58
2022-04-02 11:05,3090.3
2022-04-02 11:06,2986.67
2022-04-02 11:07,2901.59
2022-04-02 11:08,2798.5
2022-04-02 11:09,2703.92
2022-04-02 11:10,2567.84
2022-04-02 11:11,2547.25
2022-04-02 11:12,2490.36
2022-04-02 11:13,2456.08
2022-04-02 11:14,2440.89
2022-04-02 11:15,2365.97
2022-04-02 11:16,2392.88
2022-04-02 11:17,2421.92
2022-04-02 11:18,2451.69
2022-04-02 11:19,2313.1
2022-04-02 11:20,2278.65
2022-04-02 11:21,2246.28
2022-04-02 11:22,2284.11
2022-04-02 11:23,2303.31
2022-04-02 11:24,2299.18
2022-04-02 11:25,2292.31
2022-04-02 11:26,2292.31
2022-04-02 11:27,2272.76
2022-04-02 11:28,2259.48
2022-04-02 11:29,2245.51
2022-04-02 11:30,2225.12
2022-04-02 11:31,2296.66
2022-04-02 11:32,2301.32
2022-04-02 11:33,2307.66
2022-04-02 11:34,2247.16
2022-04-02 11:35,2174.32
2022-04-02 11:36,2146.88
2022-04-02 11:37,2134.56
2022-04-02 11:38,2107.95
2022-04-02 11:39,2068.39
2022-04-02 11:40,2101.68
2022-04-02 11:41,2069.48
2022-04-02 11:42,2048.03
2022-04-02 11:43,2036.31
2022-04-02 11:44,2045.95
2022-04-02 11:45,2039.15
2022-04-02 11:46,2104.39
2022-04-02 11:47,2101.92
2022-04-02 11:48,2067.73
2022-04-02 11:49,2031.94
2022-04-02 11:50,2043.92
2022-04-02 11:51,2042.19
2022-04-02 11:52,2063.15
2022-04-02 11:53,2051.44
2022-04-02 11:54,2054.91
2022-04-02 11:55,2146.78
2022-04-02 11:56,2156.55
2022-04-02 11:57,2158.57
2022-04-02 11:58,2147.08
2022-04-02 11:59,2181.97
2022-04-02 12:00,2264.97
2022-04-02 12:01,2497.51
2022-04-02 12:02,2502.82
2022-04-02 12:03,2490.76
2022-04-02 12:04,2413.39
2022-04-02 12:05,2242.45
2022-04-02 12:06,2260.65
2022-04-02 12:07,2197.56
2022-04-02 12:08,2144.3
2022-04-02 12:09,2116.3
2022-04-02 12:10,2106.37
2022-04-02 12:11,2093.26
2022-04-02 12:12,2067.13
2022-04-02 12:13,1987.06
2022-04-02 12:14,1951.48
2022-04-02 12:15,1933.32
2022-04-02 12:16,1951.75
2022-04-02 12:17,1971.67
2022-04-02 12:18,1979.69
2022-04-02 12:19,2010.16
2022-04-02 12:20,1960.41
2022-04-02 12:21,2013.0
2022-04-02 12:22,1937.88
2022-04-02 12:23,1917.83
2022-04-02 12:24,1882.97
2022-04-02 12:25,1866.01
2022-04-02 12:26,1868.41
2022-04-02 12:27,1870.07
2022-04-02 12:28,1863.06
2022-04-02 12:29,1882.14
2022-04-02 12:30,1921.0
2022-04-02 12:31,2034.39
2022-04-02 12:32,2033.09
2022-04-02 12:33,1977.99
2022-04-02 12:34,1948.75
2022-04-02 12:35,1911.15
2022-04-02 12:36,1910.13
2022-04-02 12:37,1893.93
2022-04-02 12:38,1846.68
2022-04-02 12:39,1820.79
2022-04-02 12:40,1827.63
2022-04-02 12:41,1866.73
2022-04-02 12:42,1874.81
2022-04-02 12:43,1924.37
2022-04-02 12:44,1872.16
2022-04-02 12:45,1915.61
2022-04-02 12:46,1943.78
2022-04-02 12:47,1933.87
2022-04-02 12:48,1961.04
2022-04-02 12:49,1909.16
2022-04-02 12:50,1961.25
2022-04-02 12:51,1996.76
2022-04-02 12:52,1960.22
2022-04-02 12:53,1931.56
2022-04-02 12:54,1899.18
2022-04-02 12:55,1906.94
2022-04-02 12:56,1966.91
2022-04-02 12:57,2009.45
2022-04-02 12:58,2013.13
2022-04-02 12:59,2039.5
2022-04-02 13:00,2204.61
2022-04-02 13:01,2407.07
2022-04-02 13:02,2435.83
2022-04-02 13:03,2368.51
2022-04-02 13:04,2180.0
2022-04-02 13:05,2102.42
2022-04-02 13:06,2157.77
2022-04-02 13:07,2220.17
2022-04-02 13:08,2162.46
2022-04-02 13:09,2052.26
2022-04-02 13:10,1963.31
2022-04-02 13:11,1972.66
2022-04-02 13:12,1994.12
2022-04-02 13:13,1985.02
2022-04-02 13:14,1950.18
2022-04-02 13:15,1962.39
2022-04-02 13:16,1943.64
2022-04-02 13:17,2013.73
2022-04-02 13:18,2015.09
2022-04-02 13:19,1940.34
2022-04-02 13:20,1921.49
2022-04-02 13:21,1921.49
2022-04-02 13:22,1920.19
2022-04-02 13:23,1977.12
2022-04-02 13:24,1848.28
2022-04-02 13:25,1809.78
2022-04-02 13:26,1778.37
2022-04-02 13:27,1755.71
2022-04-02 13:28,1780.55
2022-04-02 13:29,1831.84
2022-04-02 13:30,1875.95
2022-04-02 13:31,1969.32
2022-04-02 13:32,1964.7
2022-04-02 13:33,1950.69
2022-04-02 13:34,1930.09
2022-04-02 13:35,1927.15
2022-04-02 13:36,1924.96
2022-04-02 13:37,1902.09
2022-04-02 13:38,1880.78
2022-04-02 13:39,1855.16
2022-04-02 13:40,1869.85
2022-04-02 13:41,1861.54
2022-04-02 13:42,1845.75
2022-04-02 13:43,1870.46
2022-04-02 13:44,1866.06
2022-04-02 13:45,1936.28
2022-04-02 13:46,1977.05
2022-04-02 13:47,1977.05
2022-04-02 13:48,1946.17
2022-04-02 13:49,1913.85
2022-04-02 13:50,1944.2
2022-04-02 13:51,1986.65
2022-04-02 13:52,2022.59
2022-04-02 13:53,2017.84
2022-04-02 13:54,2026.3
2022-04-02 13:55,2084.06
2022-04-02 13:56,2115.73
2022-04-02 13:57,2153.86
2022-04-02 13:58,2186.24
2022-04-02 13:59,2205.02
2022-04-02 14:00,2377.99
2022-04-02 14:01,2731.04
2022-04-02 14:02,2786.52
2022-04-02 14:03,2686.57
2022-04-02 14:04,2443.71
2022-04-02 14:05,2388.35
2022-04-02 14:06,2327.05
2022-04-02 14:07,2258.29
2022-04-02 14:08,2220.07
2022-04-02 14:09,2132.43
2022-04-02 14:10,2132.43
2022-04-02 14:11,2074.53
2022-04-02 14:12,2064.14
2022-04-02 14:13,2054.53
2022-04-02 14:14,2055.67
2022-04-02 14:15,2127.07
2022-04-02 14:16,2174.94
2022-04-02 14:17,2174.94
2022-04-02 14:18,2127.16
2022-04-02 14:19,2052.55
2022-04-02 14:20,1950.56
2022-04-02 14:21,2001.75
2022-04-02 14:22,1999.77
2022-04-02 14:23,1960.18
2022-04-02 14:24,1985.4
2022-04-02 14:25,2039.14
2022-04-02 14:26,1979.96
2022-04-02 14:27,1956.33
2022-04-02 14:28,1944.63
2022-04-02 14:29,2075.38
2022-04-02 14:30,2093.68
2022-04-02 14:31,2116.09
2022-04-02 14:32,2120.31
2022-04-02 14:33,2098.44
2022-04-02 14:34,2056.63
2022-04-02 14:35,2030.56
2022-04-02 14:36,2035.69
