date,vm.VmStatistic.BlockStats.VmBlockStatistic.RdReq,vm.VmStatistic.BlockStats.VmBlockStatistic.WrReq,vm.VmStatistic.CpuStat.System,vm.VmStatistic.CpuStat.User,vm.VmStatistic.MemStat.GuestAvailable,vm.VmStatistic.NetStats.VmNetStatistic.RxBytes,vm.VmStatistic.NetStats.VmNetStatistic.TxBytes
2023-07-23 06:15:23,0.0,0.29333333333333333,0.0,37.29666666666667,33566261248.0,105773.25666666667,168869.8333333333
2023-07-23 06:20:23,0.0,0.4133333333333333,0.0,37.58,33566261248.0,107326.71333333333,173746.07333333333
2023-07-23 06:25:23,0.0,0.35,0.0,37.696666666666665,33566261248.0,107070.16666666667,174868.08666666667
2023-07-23 06:30:23,0.0,0.3866666666666666,0.0,38.33333333333333,33566261248.0,109010.35,178732.71666666665
2023-07-23 06:35:23,0.0,0.3433333333333333,7.193333333333333,31.563333333333333,33566261248.0,110798.88333333333,179546.7
2023-07-23 06:40:23,0.0,0.3833333333333333,9.24,28.95333333333333,33566261248.0,109990.77333333335,178411.25666666665
2023-07-23 06:45:23,0.0,0.2733333333333333,9.483333333333333,28.976666666666667,33566261248.0,110142.3,179757.12
2023-07-23 06:50:23,0.0,0.42333333333333334,9.326666666666666,28.506666666666668,33566261248.0,103077.54333333333,171922.80333333332
2023-07-23 06:55:23,0.0,0.31333333333333335,9.209999999999999,28.46666666666666,33566261248.0,104061.52333333333,173114.34333333332
2023-07-23 07:00:23,0.0,0.4533333333333333,9.136666666666667,28.3,33566261248.0,102963.61,170724.34
2023-07-23 07:05:23,0.0,0.38,9.253333333333334,28.576666666666664,33566261248.0,104237.30333333333,171984.77666666667
2023-07-23 07:10:23,0.0,0.4833333333333333,6.539999999999999,31.85333333333333,33566261248.0,106945.43666666668,175733.05666666667
2023-07-23 07:15:23,0.0,0.42666666666666664,0.0,38.71333333333333,33566261248.0,109302.56000000001,178101.32666666666
2023-07-23 07:20:23,0.0,0.4966666666666667,0.0,39.056666666666665,33566261248.0,110600.82333333333,181536.08
2023-07-23 07:25:23,0.0,0.32999999999999996,0.0,39.82333333333333,33566261248.0,111626.67,182194.3333333333
2023-07-23 07:30:23,0.0,0.44333333333333325,0.0,40.11,33566261248.0,117760.96,190571.41333333333
2023-07-23 07:35:23,0.0,0.3233333333333333,0.0,40.44,33566261248.0,121454.0,193880.02666666667
2023-07-23 07:40:23,0.0,0.3766666666666666,0.0,41.63666666666667,33566261248.0,125783.9,200444.97
2023-07-23 07:45:23,0.0,0.43,0.0,42.126666666666665,33566261248.0,130439.64333333334,206280.99
2023-07-23 07:50:23,0.0,0.3966666666666666,0.0,42.596666666666664,33566261248.0,133578.68666666668,210721.26333333334
2023-07-23 07:55:23,0.0,0.32333333333333336,0.0,42.913333333333334,33566261248.0,135021.58000000002,211459.4433333333
2023-07-23 08:00:23,0.0,0.3333333333333333,0.0,43.18666666666667,33566261248.0,131823.55,208666.15666666668
